texts,scores,class
Outa no where - - - - - - - - - - - -,0,0
Stop chasing them. If they want you. Theyll chase you - Super amazing click by,0,0
"this is shocking and terrible, something needs to change  DMs open follow .account discuss in comments  ~",0,0
"After a very long time,,,I am back  haha now that a bunch of my personal friends follow me I hope that I am finally motivated enough to post everyday * How old are you? Im 45 * *",0,0
put your head on a car window to feel this joy - - -,0,0
"Is it just ""what's selling""? Are women ""that broken""? Why not ""human empowerment""?",0,0
"Thank you to all of our supporters, followers, fellow support centres and employees at Rape Crisis, for allowing survivors the support they need to continue through every day life. These are the voices creating change. Read more about our work. Link in bio",0,0
Yeah I think the time of approaching women is over guys. Just stick to Tinder.,1,2
Beauty May Be Dangerous But Intelligent Is Lethal..!,0,0
I weddings. It was a fantastic and beautiful wedding. Bridesmaids by Maid of honour digging it. She must have an African gene,0,0
"We all learn from the past, but from it, we'll also often start assuming what will happen in the future. Remember, just because it has been a certain way before, does not mean it has to be that way again. Your future is yours to shape. . . . . . . . . . .",0,0
What do you think of me?...,0,0
. What s ur feeling about pic? . .      . .,0,0
Can you actually spot a slut by what she wears? What does a slut wear anyway? Click on the link in my bio to read about it.,0,0
You took advantage of me then told me I enjoyed it. When I said I didnt you called me a slut.,0,0
"Dont forget to congratulate yourself! Celebrating your successes is one small way to build your internal confidence and, in turn, accelerate your career. Its a good idea to make a note of your successes so you can reflect back upon these when you need to prove your capability or reassure yourself of your worth Image .design",0,0
Peaks of work pop in this weekend and see the last working week .laferte.coutu .thomas1,0,0
i hate people who don't have a masturbation schedule like get it in check that way you don't nut during the no nut hours like that would be embarrassing,0,0
"Matira Beach, Bora Bora, Tahiti Dive into our picks for some of the hottest beaches around the globe, including Matira Beach in Bora Bora and Copacabana Beach in Rio de JaneiroHoneymooners flock to Bora Bora, Tahiti (aka Romantic Island) to experience the ultimate vacation in paradise. Most of the beaches here are private, but Matira Beach is open to the public. After a few hours of sunbathing, we suggest retiring to a rustic but comfortable bungalow over the water",0,0
"Join us tonight for a tweetchat with guests Raakhee Suryaprakash, Fariha Fatma and Shaan Suhas Kumar talking about from a gendered perspective. 9 pm IST on .",0,0
Gorgeous stack! Reposted from A colleague of mine has been asked to talk about how to improve equality for women in her work area (which is 97% male) and asked if I had any books that might help or be of interest ........she might regret that. .. . .,0,0
Quick update! On the is post. That stupid slag commented that underneath. MONG!,0,0
"I usually don't post these types of things because I hate opening up. I hate feeling vulnerable. But this is something I feel like I need to do. I need to let others know that they don't have to be ashamed to speak their truths. And i need to set an example. In 2 weeks it'll be 3 months since I was raped near a mall, by a boy who I called my friend. I was afraid to come forward at first. But I knew it was wrong. I knew that he'd keep doing it to me. I knew that I would forever live in regret if I didn't speak up. Us humans hold so much power in our voices. And we are all entitled to a voice. So when that right is taken away from us and the world tells us that we have to deal with it, WE WILL CONTINUE TO FIGHT. Our voices matter too. Together we stand. For resources getting help, you can call the 24 hour crisis line 416-597-8808 it will put you through to licensed counsellers who are trained to listen to you and they can provide you with many different programs or support groups. its completely confidential unless you specify otherwise.stay strong loves",0,0
lets trend this! Yesterday I heard a normally good tv Channel switch between Kate and Wills and Meghan saying guess who upstaged them wow! Im so against this sort of thing! time this population grew up! I dont really care what you think of the British royals this is not okay! support all women unless you are a then we will give you the boot!,0,0
  Always happens like this... Dress for Her Shirt for Him p ... . . Spread Love... . .,0,0
"Women need more sleep than men because fighting the patriarchy is exhausting. ************************ Its , a national holiday to honor the 16 million women who worked during World War II. Today, were celebrating ALL working women everywhere. Cheers to women getting shit done Big Rosie Energy via +RP",1,1
"Had to censor the because this shot had me in need of CPR and then I had to censor the censor because 's Maui had me crying out to the gods. Double the pecs, double the sexiness, and double the number of exposed nipples. Dwayne, you're supposed to be a good role model; you can't be this sexual on social media, save that for the big screen!",0,0
Making the body a safe place to live. . Trauma sensitive yoga classes are designed differently to a standard yoga class and the focus is on the participant befriending their body. . Connecting with the sensations in the body and taking empowered and effective action with those physical sensations. . If you would like more information on trauma sensitive yoga classes please head to our website .,0,0
"This October 4th will be the fourth year that red dresses have hung from the trees in Centennial Park in remembrance of the Missing and Murdered Indigenous Women, Girls, Trans and Two-Spirits. The REDdress Project which is now a nation-wide expression of grief, outrage and loss, was created in 2014 by Jaime Black, a Metis multi-disciplinary artist. As poignant as it is powerful, Blacks installation art red dresses and garments hung in wild and public spaces, has become a national action to evoke the memory and honour the humanity of our stolen sisters. The REDdress project is a simple but profound way to honour the humanity and the memory of Missing and Murdered Indigenous Women, Girls, Trans and Two Spirits. This year take a moment on October 4th to witness these silent representations of lives lost to violence in the intersection of colonialism, racism, sexism, homophobia, transphobia and classism. People are invited to bring red dresses or garments to hang in Centennial Park between 8am and 9am on Friday October 4th, or to hang a dress in their driveways or work place. The dresses will be up all day. There will be a vigil at in Centennial Park to honour our stolen sisters.",0,0
People talk to me like showing my body is a crime. My body is NOT a crime. Violence is. My skin is not a felony. MURDER is. My curves are not provoking. BULLYING is. My sexuality is not shameful. HATE is. So stop hating yourself and anyone else down the line. YOU ARE LOVED.,0,0
Every Millennial Indian Woman on Karwa Chauth . . . . .,0,0
they wait till the end of that class stoopid bitch - -,0,0
Who did this??? I wanna marry this person . . .,0,0
Happy birthday to this beautiful gymnast!  .,0,0
thanos real voice - - - - -,0,0
"Girls, stop having abortions to impress us, its not going to work. . . . .",0,0
"New shoe day! NOT a pair of Gucci heels, as the Porter of my building innocently enquired as I collected the package. How can that still be the default assumption in today's society?",0,0
Me and meh bestie before the death by rum occurred,0,0
I think women are very powerful and I think were more powerful together than separate. -Zendaya   ,0,0
"Currently Everday Sexism by Laura Bates. Very difficult to read at times, but extremely necessary. .",0,0
When you so hard you forget to go poopoo and now theres poopoo all up in your shit ... ... ...,0,0
I think this is basically the best photo ever taken at a scandalous house party.,0,0
"Felt like a hoe today, So imma be a hoe today!",0,0
The other side . . . .,0,0
Looking for a little bit of hope these day's.,0,0
Social media blackout for a bit. Lots to do. Will still be on Overwatch though so come play/watch. Xx . . . .,0,0
"COMING SOON !! Jessica Valenti and Jaclyn Friedmans newest feminist anthology 10 years after their groundbreaking book Yes Means Yes. The new book, BELIEVE HOW TRUSTING WOMEN CAN CHANGE THE WORLD, asks the crucial What would happen if America didnt just believe women, but acted as though they matter? With two dozen of the most brilliant writers and activists dismantling rape culture today. ... this book has a roadmap that not only allows us to reclaim our joy, but compare notes to build a less broken world.  Marie Claire already picked it as one of their Best Books of Winter! Want to be among the first to get your hands on it? Pre-order from , Eds. &",0,0
"""I live in a society where girls are not empowered enough. They are expected to manage all the inside work of a house. I am going to set an example that a girl can step outside the house and still take care of the house."" Credits 'Adolescents Access to Education' . . .",0,0
"success is a path,not a destination ...",0,0
"""... end of the night"" .  .",0,0
"The Womens Sat Nav to Success is about defining your own success, no matter what career path youre on. The tools and insights it offers are applicable to women at all ages, all stages of their career and in all workplaces",0,0
God they get stupider by the day... swipe to see my reaction. FOLLOW FOR MORE! -,0,0
"Well, I have an n word pass now . . .",0,0
"I'm coffin up those quality memes tonight, dawgs.",0,0
Come check out our spooky fall collection while supplies last,0,0
"Some killer shots from yesterday after out little ""cruise""",0,0
"IS IT YOUR MIND? by . . Was it the length of my dress, Was it my short skirt, Was it my body shape, Was it my walk, Was it my talk, Was it my smile, Or the look in my eyes, That made you, Push yourself onto me, That made you, Strip me of humanity, That made you, Use my secret haven, That made you, Break and robe me, That made you, Use me like a sex machine, Is it me, Or is it you? Did I do anything wrong, Or did I force you To see a sex tool in me, Is it my dressing, Or is it your MIND? . . I could have called this poem anything, but I wanted it to question what goes in the mind of an abuser. That it is not a victims fault but an abusers mentality. There is this argument about women dressing provocatively. Is it me who is dressing provocatively or is it your mind that thinks it is provocative. Is it me or you who has a pornographic sexualized mind that anything that looks like the women in your phone is asking for sex. God did not punish Bathsheba for bathing outside where ""David"" would see but ""David"" for looking, and looking the second time and going on to look and then desiring and then acting on his desires. When you say it's my fault that i am assaulted because of my dressing that also implies the man who assaltued me is an animal with low self control and should not be allowed to walk on the streets. That man is a monster an animal who will want to rape and destroy that which does not belong to him or that which in his mind is dressed provocatively. .",0,0
Which one? Comment below . .,0,0
"So, how do you want to be murdered? By",0,0
Do you find yourself in constant toxic patterns? I can help you break the cycle. I can answer your questions when you book a free consult. ,0,0
Aside FroM Gravity NothinG In Life Can KeeP Me DowN . . ...,0,0
and what she is driving tells a message that transcends that of climate change. If you stand up and fight for what you believe in change will come. We are fighting for those who are unable to fight for themselves. We are fighting for the girls who are not allowed to speak out. We are fighting for the girls who have had everything they know to be true taken away from them. What are you fighting for? (4b) (4b)     ,1,2
"Felicia Layton , a junior at the University of Alabama-Birmingham, was sent home & threatened with being fired from her job at one of the colleges daycare centers because of the headscarf covering the back of her hair. Layton posted this photo on Facebook & wrote that the act of censuring her was racist & that the dress code she supposedly violated in fact is non-existent. *** Being called out for one's hairstyle affects nearly all people of color at some point. *** Share your storycomment, DM, or email me. *** For more information, click on link in bio. ***",0,0
Read Full Story - Link in Bio.,0,0
S post Raftel Nico robin GRAND LINE . . . . . . . .,0,0
PLEASE!! My poor brain. . . .,0,0
"To the beautiful submitter, I would give anything for you to have your childhood back. You have us standing by you. I am so sorry they failed you. Thank you for not keeping quiet anymore. ",0,0
My girls are the prettiest &Ingrid,0,0
And finally after 2 years my bathroom cabinet is up!!!! Hooray,0,0
"Give yourself credit for how far you have already come. Celebrate your victories both big and small, and keep moving forward in faith.",0,0
"Fuck ""Fake it til you make it"".",0,0
Ep. 073 | Lovers to Pass that... VMA award right to Missy Elliot! NEW EPISODES EVERY THURSDAY!,0,0
Hello Lady in Red - Katrina!,0,0
Suppose to ref at Andrew Lloyd Festival tmoz....I'm sure we'll be in casualty this morning,0,0
And thats the tea . . .,0,0
nothing against guys under 6ft but this is totally a thing!,1,1
"I remember growing up and feeling like I couldnt wear girly things to the basketball court with the boys or they would make fun of me ... or even take me less serious ... I was too girly for the boys and too boyish to the girls. I could never find the in between but when I got older, I realized I like what I like and who are they to tell me what I can like ? Do you boo",1,1
There is a princess inside all of us,0,0
Sinking a few cosmo's with the girls,0,0
"With age comes certain obligations. I use quotations because theyre not obligations I feel inclined to follow. Were obligated to cover ourselves. Were obligated to live up to others expectations. Were obligated to watch our language and behave in a manner suited for others perceptions. When we dont fall in line, were deemed unfit. Unworthy of affection, kindness, and at times, the smallest forms of human decency. etc. As a society, we force our own views on to the world around us. When anyone refuses to fall in line, we attempt to force them in to compliance through negative interactions. We have become obsessed with how everything looks. We ignore anything that isnt . That doesnt fall in to a made up definition of how things should be. When was it that we stopped thinking of the people around us? When did we lose our compassion for others? Im as guilty of this as anyone. We tend to forget that sometimes the rock that is so ugly on the outside, is filled with the most radiant of color.",0,0
hey. u want my ring? .linee,0,0
Russian kind of celebration graduation .. . . . . . . . . .,0,0
i want that so bad         ,0,0
"Little sketch of the perfect, inspired girl , which i love by whole my heart . . . . . . . . .",0,0
S(a)lut et bon week-end las bitchatchasses ! . . .,0,0
Our only limitations are those we set up in our minds.,0,0
"Follow for more. . . . . Close to 30,000 people have signed a petition calling for Oxford University Press to change the sexist definitions of the word woman . The petition started by Maria Beatrice Giovanardi explains how words like 'bitch, piece, baggage, wench, frail, bird, bint' are used to define women. The sentences chosen to show usage of the word woman Ms September will embody the professional, intelligent yet sexy career woman and I told you to be home when I get home, little woman. Such sentences depict women as sex objects, subordinate, and/or an irritation to men, the petition says. In an interview to The Guardian, the petitioner Maria Beatrice Giovanardi said that the same was not the case when it came to defining men, the most ' derogatory word' that were used as a synonym for a man was bozo and geezer.",1,1
"You are a glorious beingLove yourself unconditionally You can read my short stories (one-minute reads) for free at the link in my bioPlus, you are very welcome to repost any content from my Instagram page Remember you can save the posts you like",0,0
Reposted from () - Mans best friend ? ..... I recently heard a woman on the talking about how that statement is... what are your thoughts? -,0,0
Sorry to spoil it for all of you - - - - - - - - - - - -,0,0
95% of girls in Ghana sometimes MISS SCHOOL because of their period. You can help change this NOW!! Donate a cup cos... Knowledge is power,0,0
These are ! If youre a that shoots this good maybe you should get one! We didnt forget about you . T-shirts are now available!,0,0
i won't smile . . . . .,0,0
"It doesnt matter whether its raining or the sun is shining, as long as Im riding a bike I know Im the luckiest guy in the world.",0,0
Clothes mean nothing until someone lives in them,0,0
loves you how are you doin? i am kinda sad but i am trying my best to be happy,0,0
"At the current rate, it will still take 75 years for men to do half of the work at home!",1,1
"Sisters,  You are invited to a retreat on The Big Island of Hawaii from January 5-12th, 2020 to celebrate sisterhood, cultivate self-love, and awaken your erotic divinity.  Are you ready Feel connected to your passion and your spark for life?  Feel empowered rather than guilty around experiencing pleasure?  Make joy a priority rather than putting others first all the time?  Know your own power rather than relying on others validation?  Feel accepted, loved and celebrated by the women around you?  Love your body completely without fear of judgement?  These are just SOME of the things you'll receive in our 8 magical days together.   HIGHLIGHTS  Ecstatic Dance on the Beach Cacao Ceremony Full Moon Celebration Tantric Breathwork Yoni Steam Ancestral Clearing  Moonblood Magic Teachings Tropical Rainforest Hikes Ocean Excursions and Dolphins!  9 DAYS LEFT FOR EARLY A FULL 20% OFF  BOOK YOUR COMPLIMENTARY DISCOVERY CALL & TO SEE IF HAWAII IS A FIT FOR LINK IN BIO",0,0
This! - rachel (she/her/hers) I use the same hashtags on every post- stop befor,0,0
"You like weather? Instagram took my video down......forgot to change song speed. Lame. Ever been to the strip club with your lover and her work friends? Totally different. Back to work...... Random Dutch parents leave their children in the forest at night and make thrm find their way back to camp on their own as a right of passage. Its called Ditching. Hahaha. Tough love fers. Kentucky has two million more barrels of bourbon aging than their total population. Dont people also marry their family members there? History Of 10/20/19 Viggo Mortensen and Snoop Dogg share this birthday. In 1818, the United States and Britain agreed to establish the 49th parallel as the official boundary between the U.S. and Canada on this day. In 1982, up to 340 soccer fans were crushed to death in a stampede on icy steps in a Moscow stadium passageway during a match between Soviet and Dutch players. Idiots. A thought for the ""Trust your hunches. They're usually based on facts filed away just below the conscious level.""-- American psychologist Dr. Joyce Brothers Thanks brain!!",0,0
"Who comes up with this shit? Girls.. whether you see a friend or an aquaintance or a stranger - if you see a girl stumbling alone, help her navigate to a safe place. We're all this together. . . . Follow for feminist art, clothing and community  . . .",1,1
"Sexual Harassment) I decided to share this, because the more I keep it in, the more power it has over me. I take that power back now. Please let me know how you might relate to me, I would love to hear your stories. ~ -She would touch me in places I told her not to, and said she could do it anyways because shes my mom. -He held me in ways he could take advantage of me, was obsessed with sitting me in his lap, and commented on how my body was developing while looking me over, I was in elementary school. -She discussed hungrily about the shape of my body to strangers. -He purposefully let his hand graze me in places I didnt like, and denied it when I called him out. -She has no respect for my personal bubble and continues to force past that boundary with her hands. -He told my friend he could turn me bi. -They told me to look back and smile while walking away. -He repeatedly tried to force himself on me to try to kiss me. -Is this where all the girls are around here? He asked me. -He yelled at me to try and get my attention and followed me down the sidewalk. -He continued to try and go at me knowing I wasnt interested in him. -He made obsessive perverse jokes about me to the whole class. -He could hardly leave me alone despite the 50 year age difference. -He touched me on my thighs without asking if I wanted it or was okay with it. -They insisted on touching my waist to get past me. -He thought the right way to let me know how good I looked was to honk his horn at me. -He had to come sit at my table a few times over to keep on reminding me to smile. -She shamed me for privately expressing myself to someone I loved. -He told me that if I was in a porno, it wouldnt be worth a dollar. -He came in, asked me what the purpose my outfit served was, and started to aggressively yank me by my suspenders. -She kissed me repeatedly without my consent. -He told me that I wasnt coming to see him in his store enough, I was a freshman. -She talks about me like Im fresh meat in a mens market. -She encourages me to watch my girlish figure. ",1,1
Couldnt resist this one lmao,0,0
"""Journalist said the lack of support from powerful progressives such as during his reporting on sexual assault allegations against Harvey Weinstein felt like a ""gut punch."" ""It is an example of how power protects power,"" Farrow said in an appearance on BuzzFeed News' AM to DM on Tuesday to discuss his new book Catch and Kill, in which he says NBC News tried to quash his reporting on Weinstein. Farrow's story went on to win a Pulitzer Prize after it was published in the New Yorker, and helped launch the movement and a public reckoning about sexual misconduct by powerful men Farrow recalled that he was due to interview former secretary of state Hillary Clinton for his last book, War on The End of Diplomacy and the Decline of American Influence (published in 2018), when word got around political circles that he was working on a story about Harvey Weinstein. ""There was an apparent effort to cancel that interview after they raised concerns about the reporting on Weinstein,"" Farrow said. Weinstein was a powerful ally of Clinton's and had helped bundle and raise millions of Hollywood dollars for her.",0,0
"8. Im sorry doesnt cut it. When being near you felt less and less like a blessing and more like a privilege I was slowly losing. I pretended not to see it coming. I pretended crowded rooms werent so lonely, Embarrassed because I know I always looked like I was crying, overwhelmed by all the parts of me you chose to ignore. When you stopped calling me pretty or beautiful, I knew my heart would stop beating for you eventually. It wasnt you leaving that hurt me, it was when I realized I felt so unwanted that I was grateful whenever we were breathing the same air. From Open Letter by me, . . .",0,0
Rocking White Nasty Ting on vacationDM for orders,0,0
So cute Bridesmaids blush pink by,0,0
"interviewed writer, director and star about empowerment, activism and her dream project! Read it at Msinthebiz.com!",0,0
This p.o.s company slut shames women for wearing bikinis to swim.,0,0
"Because it has always been about LOVE and it will always be about LOVE. Isn't it? Miss the LOVE you once had? Not able to overcome the pain of a loved one that you lost or that moved far away from you? . . There are so many people who have been through the same situation as you might be facing. Connect with us and share your pain on WeHeal and we will let you know exactly what can make you feel better . And since we know how much you hate being judged, we let you share your pain ANONYMOUSLY Download the app today! (Also, Link in Bio) Masked Like our posts? Share your feelings with us through comments and DMs . . Follow .weheal Follow .weheal Follow .weheal Follow .weheal Follow .weheal Follow .weheal Follow .weheal Follow .weheal Follow .weheal Follow .weheal",0,0
"Art helps me process my internal world. Ive been doing a lot of sketching on my trip, its been incredibly helpful in helping me to heal.",0,0
Insta free look......special pic For special request....,0,0
. . lilyjohnson4672 BSUR RNRX ITHST IOWX HWTH SPNZK YTVU NPTPM WGBI ZFNI BBWC VNGI ZEYN QAQYE LSDKF WLGI JWXN PSNS WTJB GNKC BMCD,0,0
tb to when someone recognized me as a homophobic lesbian because accurate xoxo,0,0
THATS LITERALLY WHAT BI IS BRO LIKE STOP -      Tags to ignore,0,0
"Imagine you get raped by a refugee and you're surrounded by Beta Cuck Males from the left. Not only will they be incapable of defending you, they'll also shame you and make you feel bad if you report the rape and the refugee is deported. Chose your men wisely or your life may be in danger.",1,1
"BEFORE THE ABUSER STRIKES! (A One-Day Online Educational Training & Neighborhood Watch Alert on Sexual Abuse & Mental Health) Why Is Sexual Assault Now a Societal Menace? Why Do Abusers Strike? Why Target Young People? Why Do Abuse Victims Keep Silent? At this upcoming free educational & preventive training by mental health experts, you will be equipped with powerfully impacting knowledge about the How Abusers Choose Their Victims. Red Flags for Identifying an Abuser. The Four Stages of Abuse. What You Should Do. Recent comments on social media reveals that knowledge about the menace and damaging effects of Sexual Abuse is very limited and poor. Many do not fully understand the magnitude of heavy cost, depth of psychological/emotional trauma, mental health burden and irreversible damages that come with every incidence of sexual abuse. Many individuals and family are either currently covering up or suffering in silence, jeopardizing the victim's chances of getting EXPERT HELP in time. As the holiday period approaches, many adults will be at work leaving their children, pre-teens and young adolescents alone with 'seemingly trusted' friends, neighbors and relations. ITS TIME.... It's time to save the next vulnerable victim of sexual abuse from the fire... It's time to empower everyone to protect their families and neighborhoods from savage, mentally troubled predators and sexual abuser. ENOUGH! SUFFERING IN SILENCE IS NO LONGER AN OPTION! KNOWLEDGE IS POWER! PREVENTION IS KEY! ISN'T IT TIME TO ACT FAST BEFORE THE NEXT ABUSER STRIKES? Click on the link in the bio to be part of the KINDLY SHARE AND BROADCAST THIS TO FRIENDS, NEIGHBORS AND FAMILIES!!!",0,0
"W-O-M-A-N!! for so long women have been blamed for being distracting, if they wear shorts/skirts shorter than their fingertips, if they wear a shirt that shows their stomach, meanwhile men walk around with their shirts off, but NO that is not distracting at all to the world. WE HAVE A RIGHT we should NOT be slut shamed for our STOMACH showing, a simple body part. its time to take a stand!",1,1
"Fellas, fellas, fellas Were going to bust a few myths for you right 1) Women ARENT better at multitasking - they just have to do more of it! A new study shows womens brains are no more efficient at switch between/juggling tasks than mens are. 2) Women are NOT better at seeing mess than men. In one study, researchers found men and women equally rated a space as messy. The reason men do less cleaning than women may lie in the fact that women are held to higher standards of cleanliness than men, rather than mens dirt blindness. The lesson? We need to dismantle these myths in the workplace. The assumption women are better multitaskers can influence the allocation of administrative tasks. Tasks like taking minutes and organising meetings should not be allocated based on gender.",1,1
happy sunday to everyone but the racists   ,0,0
Remember when it was 85 degrees a week ago,0,0
If you want to see the truth you must be brave enough to look.,0,0
"Todays message is a very simple one....to all women....support other women. Don't do the opposite of that. Consider whether you are doing the opposite of that, and if you are then check yourself. . . . It's really very simple.",0,0
Like riding a bike. If the bike was 50 Lbs heavier and had back pain. Last MKOTC show is NYE. GO COBRAS GO!,0,0
"Perfect for an outstanding book! Powerful individuals and systems tried to silence women, but their words were eventually heard loud and clear. An astonishing achievement by and",0,0
SMOKIN collage installation at workshop,0,0
Sack of ass! Only 99 percent. When is my I bless you,0,0
are you naughty or nice ,0,0
I really am - - - - - Follow me for more relatable posts ! - -),0,0
"Does your teen struggle with bullies in person or online? 1 in 3 American girls are in an emotionally abusive relationship and many don't know where to go for help. Cyber-bullying is the fastest growing form of bullying. Every day your daughter may be exposed -Threats of violence -Child pornography or sexually explicit messages or photos -Invasions of privacy from someone posting a photo or video without her permission -Stalking and hate crimes Trust an expert who is endorsed by the Psychological Counseling & Therapy Products Association, as well as doctors and therapists nationwide. Dara offers private workshops for your group and one on one coaching nationally. To end bullying",0,0
Goin solo and one hour early so lucky to get the chance to try  Brown Sugar with Boba and Pearl and creamy mousse Manageable line  deserves a take two to try other variants,0,0
That was a good start ... *if you're interested do drop in and get selected *,0,0
"Ever wonder why the line is so long for womens restrooms? 1. Pregnancy and menstruation cause women to have to use the restroom more frequently 2. Women are often responsible for bringing their children to the bathroom 3. Young moms need the space for breastfeeding   So why havent architects considered the accessibility of womens restrooms? In newer buildings this is beginning to be addressed, but in old buildings, the building codes required more space for men since women were primarily restricted to the home at the time. Until 2011, even the U.S. House of Representatives didnt have a womens restroom near the Speakers Lobby, while the mens closely located restroom had a fireplace, a shoeshine stand, and televised floor proceedings.  Time Magazine ",0,0
"Despite the big dick energy, you can still address me as Ms. Pls and thank u xo",0,0
Digital artwork . Stylus on iphone . Prints available . Youtube link in Bio... .,0,0
Im just going to leave this right here. . . . .,0,0
"Pssst... We are a week from Musings of a Fat, Black Muslim  hitting bookstore shelves, sent to your home, and just getting to see your beautiful faces at these events. People keep asking me how do I feel about all of this, ya know having my deep dark secrets out in full view? To be honest, as I am excited, I am equally terrified. There are topics in the book that Ive never shared with the public. And especially as a Muslim woman, we are to remain pure in the public eye. We are to be covered and devout and quiet and non-sexual. We are never to taint what the world views as a perfect practicing Hijabi. We arent afforded mistakes. But men get oh, boys will be boys and 99 excuses for their fuckery. One of the topics I cover is sexuality and virginity. I wont give anything away, but I was extremely uncomfortable writing some of these stories. I couldnt get out of my head, that Im going to hell for sharing these things as a Muslim woman. It has been etched into my head that Muslim women just dont explore or talk about sexuality, among other things. We are to stay naive. Even now, Im not sure how I will prepare myself for the onslaught of negativity that this topic in particular will get from the Muslim community. I cant stress this enough, Im not the poster child for Islam. Yes, Im Muslim but I dont speak for all Muslims. Nor are we one size fits all. Why do women have to play the pious virgin role in order to not be deemed as that kind of girl? Have you ever felt like if you go against a certain aspect of your religion or culture that you would go to hell? All religions (or non) can chime in. *Also, the winners of the book giveaway are  DM meeeee!",0,0
"""7 billion smiles, and yours is my favorite.""",0,0
"What a fun night at the awards on Friday! Congratulations to all the finalists and winners this year! We are so proud of our founder and president for making it as a finalist this year in the education category, and super grateful for all the men and women who have supported and helped our ministry grow this past year! Excited for all God has in store!",0,0
"Sign the petition to boycott until the company commits to update its dress code, which is enforced primarily against women of . For those following this The airline finally apologized to Dr. Latisha Tisha Rowe () for pulling her off a flight from Jamaica to Miami because her outfit was considered ""inappropriate"" & forcing her to cover up with a blanket. (See post on 7/9/19.) But in an interview with , Dr. Rowe said that the apology wasn't enough and that If youre going to have a dress code, it should be applied equally to every person, to every shape, to every race."" She told the , Had they seen that same issue in a woman who was not a woman of color, they would not have felt empowered to take me off the plane. In pop culture, especially black women with a body like mine, theyre often portrayed as video vixens. So Ive had to deal with those stereotypes my whole life. *** Thank you to for being a role model in speaking up against the airline & all discriminatory acts of dress-coding. *** Have you been (policed, judged, shamed over your clothing) or experienced because of your appearance? Being affects nearly all women at some point, especially women of color. *** Share your storycomment, DM, or email me. ** * For more information, click on link in bio. ***",0,0
"Click  LINKTREE / BIO to start listening now. If you feel inspired, please subscribe to Apple Podcast and leave us a review.",0,0
if you feel pressed or scared to speak up about your sexual harassment stories feel free to talk to me if you need to.,0,0
People have to understand and accept sometimes you need to be punished to be put and kept in your place,0,0
Genuine (abridged) chat with a very confused security man. Every day's a school day...,0,0
"If theres one thing worse than your man trying to take over your bathroom, its him marking his territory with the one thing youre not allowed. Bastard.",0,0
"As we have created this show we continue to wrestle with the ways that we all are bound in the web of patriarchy, power and privilege and how we can cut those strands. Come join us for this conversation Knoxville, Asheville, Johnson City and Swannanoa. Dates and ticket info link in bio. Drawing by Willow McLeod *************** .x",0,0
being serious on a sunday-selfie! . . . .,0,0
So this guy idk who he is sent me a dick pic and his reasoning is because Im beautiful. What a creep!,0,0
I see hoseok I .bighitofficial    ,0,0
Is this an issue for anyone else?,0,0
A Feminist Is A Person That Believes In The Power Of Women Just As Much As They Believe In The Power Of Anyone Else! -Zendaya   ,0,0
going to the shops till your successful bye - - - - - - - - - - sivememes,0,0
"From a young age, girls are told that they cannot be feminine and powerful at the same time. In adulthood, most career women worry that if they look too feminine, they will not be taken seriously. That ends now!! It is time to get rid off those ugly suites (you loathe)and dark coloured clothes in your closet and embrace your femininity. You do not have look manly to prove you are intelligent, capable and smart.",1,1
"I remember when Jupiter (planet of expansion) moved into Scorpio (sign of sex, secrets, shadow aspects) back on October 10th 2017. Here was the big exposing of all the illicit ill doings going on in the world. We saw Weinsteins behaviour finally catching up with him, sparking the movement which made a point of saying enough is enough. Its time to get real and stand up against anything thats not! It was a HUGE shift and now I dont think we can go back to skeletons in closets and fakery being accepted and embraced. And for the majority of people, I dont think wed want to anyway. I know I personally cant keep silent about the things that matter. I cant do the let sleeping dogs lie or be the bigger person, in the hope that other peoples karma delivers itself, or to prevent any flack on my own side. When I see injustice it eats away at me and I feel angry. Theres a difference between staying in your own lane and not speaking up when somethings not right. Especially about people who are out there expressing that theyve done/are doing the work, when they havent/arent and are selling themselves as healers or helpers to others. To me, thats next level shameful. Yes, were all a work in progress, but when you create a false narrative about yourself, denying the parts of you that you have yet to master or heal, you not only limit your own growth, but that of those around you. Lord knows I reveal my broken bits to you and everyone all the time. Theres no shame in their existence and theres no shame in not being ready to discuss them, but there is in denying they exist. Because thats not honest. Thats not real. Thats just another lie waiting to be exposed further down the line. And as they say, youre only as sick as your secrets. So please understand, that I wont keep yours. Because, if it can be killed by the truth...it deserves to be.",0,0
"If Someone is Dumb Enough To Walk Away From u, Be Smart Enough To Let Them Go * * * ...",0,0
where do i find this - -,0,0
A woman is the full circle. - Diane Mariechild,0,0
Predators are everywhere . . . . .,0,0
"Some BBW porn account leaked my content again today. Getting ripped off, misgendered, and exposed in a sexual light nonconsensually at the same time makes me wanna kms but lucky for me I've been in therapy for years and my coping mechanisms are gonna keep me alive no matter what you gross bullies do ?",0,0
Self confidence is very important. But without compassion and humanity. It's just arrogance,0,0
"'Safecity, in my opinion, did not just remain an organisation which offered me an internship. It became an experience for me, an amazing journey in which i learnt something new everyday. Safecity helped me grow as a responsible feminist says our social media intern. Read more about her journey at - // -leaders-yashoroma-sandal/.",0,0
"You combine hard work, creativity, and self-determination, and things start to happen",0,0
Ivana Alawi - Roses are Red ! Im going to Bed,0,0
"The issue of gender equality is not one of women being superior to men, rather it is a desire for women to be treated equally to men. Is that too much to ask? (4b) (4b)     ",0,0
