texts,scores
"aka synergistic energy xchange IS! The HIGHEST expression of . Yet for the many of you, especially women have perverted it. Yet this is what they/you . Especially on . So so much for "" "" when women are the number one shamers of other women. If it was men than none of you would have money. Men only shame you when you make them pay for it and then give it for free to some other dude. Which is rare but none the less. And or being coy about trading sex for money/resources all because you don't want to be perceived as a prostitute when you are in fact engaged in that trade. You don't have to be a professional to still act like one. Thus a escort/prostitute. Again I have no issues with that, just be transparent about what you want and need. Be you or . the that keeps it",0
"Since uploading this bio Ive been called all the names you can think of... told Im boring, told Im high maintenance, told its too long. Called a bitch and a feminazi The thing is. Its fine not to like me. I read bios of people all the time and think, nah, not the one. But I dont then feel the need to tell them I dont like them or call them names or be vile. All the vile messages have come from people I didnt speak to first. Often the second messages look like theyre in response to me replying to the guys... but its just their rage at seeing that Im online or have read their message and not replied. Communicating with them seems futile.. either theyre trying to annoy me into responding then trying to Segway into lets fuck. Or they get even more vile when you point out that its bizarre behaviour to deliver rude unsolicited advice to someone who really doesnt care if they like her bio or not. Over to you.. what do you think ? Do you have the same?",0
Horrible service! Food was okay,0
" cheers universe, just asking for one day.....",0
Use To Viral Your Pics . Comment's Fast Guy's . Tag Ur Pics Tag For Like Fix % . . .,0
What is all about? . . . . .,0
Comfy Elegant Analog Watches & Wallets Combo Vol 1 -Metal -Leather Free Size Analog It Has 1 Piece Of Men's Watch With 1 Piece Of Wallet Same Day Dispatch At 900,0
Max Brenner - kind of a creep.,0
Picked up a Hot New Guy in Vienna!!! He's a bit older than me...but that's ok! ...........but haven't heard a thing from him since I got back!!......Prehistoric Bastard!! x,0
Final Pictures From The Shoot 3rd Look,0
"Which one is better? 1,2 or 3? I think my favorite is the second one. He is about to do the splits! And he was super young... . . . . .",0
"Whats changed for frontline managers in a world? Results from the 2019 Employee Experience Survey looks at how workplace harassment and misconduct is handled two years after the rise of the movement Some areas appear more positive, with 85% of employees saying they know how and where to report workplace issues, but on the other hand a hefty 39% of employees have little confidence that issues will be appropriately addressed, and nearly half worry about being retaliated against for reporting issues.",0
Spice up your movie night with a bingo on stereotypes. Girls and women deserve non-discriminatory representation on screen and in the media. What is the common representation of women in your movie? Share your scores and comment  bingo  if you encounter one.,0
"Know your worth baby girl  . . . Follow for feminist art, clothing and community  . . .",0
"When someone undergoes sexual harrasment at their place of work, sometimes they may not know how to go about it. But as we commemorate the 2nd anniversary of the movement we would like to encourage people to come out and talk about it and stop it all. Full video link on bio. .kiio",0
"Really liked my outfit on Saturday... Until some guy mounted the pavement and rolled down his window to ask me if Im a stripper off to work Nah Im just going to a house party... You look good anyway. Yeah sound, nights ruined now",0
"Lately, HK citizens are stuck in the rut fighting for justice.",0
So I went to do my coffee sample challenge to realise my partner had thrown out my free samples not a happy camper thats for sure. Looks like Im going to have to go buy some now.,0
Therapy sessions for building relationships.        ,0
There is no metric for insulting someone. There is no threshold for slutty-ness. A person's choices regarding sex are theirs and theirs alone. As are their labels. If you want to be a slut. Go be one. If you don't. Don't. I support your choice either way. Stop shaming people,0
to our weekend trip to Brum,0
I jeans pi belli PLATINUM See you in store   ,0
Some people stride toward a better future. Others have chauffeurs.,0
Im talking to you!  Thanks for the amazing feedback and great support! (of course I read all the comments on the video) And I love you!!,0
"Mary Wells, the first woman to head a major agency - Wells, Rich, Greene, 1967. She was the real-life Peggy of Mad Men, the Queen of Madison Avenue, the woman who turned staid, safe airline advertising into Coffee, tea or me? . . . . . .",0
"OK, to mark this monumental occasion from yesterday I think itd be healthy for us all to say who our favourite F.R.I.E.N.D.S character is. Maybe even top three. I will accept funny/nice answers because its meant to be lighthearted and nothing which would appear on a nitpicky Buzzfeed article. THANKS, Ill start. Ross - because I was a proper fan girl and had loads of books containing scripts and insider knowledge and behind the scenes facts and Schwimmer always seemed like the best egg (as confirmed during the movement). Also - BAGPIPES.",0
"This is what a Saturday night looks like when you're marrying a Welshman. Rugby on the tele, but it's alright because he's lit the candles",0
"Jennifer Aniston has gained over 7 million followers since joining Instagram yesterday. I could sooo do that. Cough. Cool seeing this bunch together because I loved Friends when I was younger, but after rewatching all episodes recently, it's painfully clear the show really hasn't aged well at all. Sexism, homophobia, transphobia, fattism, and a lack of diversity mean this definitely isn't a sitcom for today! . . . . . . . . . .",0
"This is not an attack against pornography. Pornography can be a very powerful and useful tool and is a healthy way to explore fantasies and urges. However, there is a large amount of unethical, opressive and abusive pornography which perpetuates negative ideas and behaviours. Regardless of your gender please enjoy pornography as it is intended. It is entertainment not education. Please do some research, look for answers, ask some questions and learn about sex in a healthy way. Be safe Be educated Be sex positive",0
Some morning motivation to start the day! Do a small act of kindness for someone   ,0
"- nurture every girl for they are our future women. Educate, encourage and empower your daughters. No to which is particularly hard for young girls. . . .",0
"An year of outrage, strength and voice completed.",0
"They are smart, they are sexy and they are fed up with your bullshit. watch out!! We are ready to bring you down with all our brains and boobies!! And we prefer to do so in our 7 inch pleaser heels (they make us seem arousing and intimidating at the same time). In case you were yes we can kick in those shoes as well!",0
Pray for me....pray for us all! ,0
"Got in straight away, put pjs on, now watching The Duchess",0
"Today is a new day for growth. Happy birthday to me and thank you for everything that comes through my life. In the past it really made me grow and strong. However, now 31 but inside Im 20",0
"Shared from , ""I cry every time I watch this. Our Bumble team members, and their families, of all ages, backgrounds, and experiences  read the script from our Super Bowl spot. Women, the ball is in your court. """,0
"Classy Trendy Attractive Men's Watches Dial - Metal, Strap - Fabric Dial 40 mm Analog It Has 1 Piece Of Men's Watch At 200",0
Daughter was asked to color in the children like her. Except none of them are like her. They are the same boy over and over again. WTF.,0
"FREE CONTINENTAL BREAKFAST included when you stay with us. Plus checkout 12pm and self check in available Fully self contained apartments available. Perfect for working away or a holiday, especially if youre wanting to stay in a home rather than a motel. Call 0428300417 to book, website link in bio.  Sleeps 9, pool, family friendly, pets welcome, BBQ and 500m from the main street.  Winter Blues Festival  Grand Final  Christmas  New Years  Long weekends  Southern 80  Riverboats Music Festival  School holidays Check Out 12pm Check In 3pm+ . . . . . . .",0
Its about damn time! Follow if youre a feminist! -,0
Said the lord unto his lady as he rode away,0
Please evaluate what kind of attitudes your content in Studio Spmi is encouraging,0
"Ive just cleared hubbys and Suns pockets for the wash and this is what Ive found! No joke. (Except the plant, I put that there to look pretty for Instagram). ",0
Vulnerability is not winning or losing; its having the to show up and be seen when we have no control over the outcome. -,0
You are amazing.  You deserve whatever you want Don't ever forget that. ,0
. SUMMER NIGHT CLASS PARTY . . THURSDAY . 17 Oct 2019 . . With Beautiful Female DJ . .s X .moc | . .club360 . . Spesial Promo Bottle By University Card . 1 BTL CAPTAIN MORGAN 650K 1 BTL SMIRNOFF 650K 1 BTL RED LABEL 850K 1 BTL BELLS WHISKEY 850K 1 BTL BLACK LABEL 1100K All Bottle Free Mixer 1 Pitcher . . . .,0
"On October 12th of last year, the hard work of so many of us came together in the national Oct12 Walkout against sexual violence. After all of the time that we put in, it was so profoundly rewarding to see students rise up around the country at that pressing time. I am proud every day for what we We still believe Dr. Ford, we still believe Anita Hill, and we still believe survivors.    ",0
The men in Glastonbury are to die for,0
Custom Name Sleeves T-Shirts 100% Cotton Direct to Garment Digital Printed A4 Size Printing.Customize Shirt Required Customize Name Print Sweat O-Neck Full Sleeves full Shirt Round Neck Cotton T-Shirt Casual T-Shirt Black T-Shirt Summer Wear Spring Wear  To Place Order Inbox us Whats App us0303 0489345 'Shop,0
"Today is the 50th Anniversary of Stonewall. In a piece for It is commonly known that started with the 1969 Stonewall Inn Riots against police brutality. What is often left out of this narrative is that it was spearheaded by two transgender sex workers of colorMarsha P. Johnson & Sylvia Rivera. According to the Global Network of Sex Work Projects (NSWP), the Stonewall Inn was commonly raided by the police because it was a notorious hangout for sex workers, trans people of color & other marginalized people.  Following the riot, Johnson & Rivera co-founded the organization Street Transvestite Action Revolutionaries, a group dedicated to helping homeless young drag queens & trans women of color. Both of their lives were dedicated to fighting for equal rights through any means necessary.  Although she had spearheaded of the movement, Rivera had to fight to speak during a 1973 pride rally because, as Melinda Chateauvert writes in her book Sex Workers Unite, The crowd did not want to hear from a transgender sex worker. Rivera & other sex workers joined Gay Liberation Front in an attempt to create a coalition of leftist queer folk. GLF fought for the sexual revolution & an anti-capitalist agenda to combat violence & discrimination against the LGBTQ community.  In Prostitution Papers, Kate Millet writes Prostitution, homosexuality & abortion are 3 instances where the law infringed upon sexual freedom. Bringing issues together to form umbrella groups for activism is often essential in creating the space for change, as well-known trans activist wrote in her book Outspoken Full article by  launched the Sex Worker Giving Circle with the dual goal of funding a diverse range of sex worker-led groups throughout the country & bringing current & former sex workers to the philanthropic decision-making table. Many of the SWGC grantees report that laws like SESTA/FOSTA make it harder for them to organize & to keep each other safe.  Hand holding red umbrella w/ the words",0
"The focus of this month for Jivamukti Yoga has been about silence through the exploration of this theme, at first I was thinking about how important it is that we take more time to be quiet, to be still, to say less. And then I thought about the flip side ~ when is silence... bad? There are times when we as individual people, community, society, or world are silent because we choose to stay comfortable than to speak for whats right. Watching and reading about all these horrible stories of women (mostly but not exclusively) being abused - whether physically sexually or otherwise by trusted leaders, famous singers, and even teachers in the yoga community that we look up to - and the world being silent about it for so long makes me stop and wonder. Some of the atrocities were just well hidden, yet some we knew of but just stayed idle in the hope that it would come to light on its own. And if we feel voiceless and powerless can we then hope that those in power will say and do whats right? Im not so sure. We can only trust our own voice, and speak from a place of conviction with clarity and compassion.  Thoughts?!",0
"Hey Asheville!! We will be in your city in two weeks! Come join us at the Unitarian Universalist Congregation October 22 at pm. Content discussion of sexual violence but no explicit depiction; there are explicit moments of hope and healing. Proceeds benefit Our VOICE and HelpMate, two awesome groups in Asheville. Info and ticket link in bio. *********** .x",0
"Just over here shamelessly swooning over my baby daddy He may put empty packets back in the fridge leave wet towels on the floor and give me heart attacks every time he plays wrestling/airplanes/baby bicep curls with Daisy, but watching this guy love our girl gives me all the feels",0
"Me to ""get my shoes in cos they're really cute"" Hubby... (Rubbish pic) I'll take a extra pic of the frikkin cute shoes!!! They have wings!",0
Monday October 14th Stumbled upon this tonedeaf ad from 2015. Luckily somebody fixed it . . .,0
"Fucking at night, just finished the food shop, trying to put it all away whilst cutting a flipping pineapple up (cause I'm too much of a tight ass to get it ready chopped) making lunches for tomorrow all while the bloody man catches up with flipping tour of Britain, no one can see my wine right?!",0
When you are trying to get a cute video but its mating season and all he can think about is making babies,0
"Is gender equality improving? Based on the , , , , , , , , and country, does (both for men and women) even improving (I see articles and comments of people still experiencing , especially women)? A- Yes B- No",0
"      As a child, I remember, almost 1 out of every 3 books I read, spoke about a damsel in distress and how she waited with bated breath for her knight in shining armour to save her. And I would go 'awww' when the hero made his entry. Fast forward to 30 years later, and I laugh at my naivety! . . As a mom raising two girls in today's era, I look for ways and means to teach them to break the glass ceiling and I often find myself telling them that 'no dream is too big'. Girl power, thankfully, in 2019, is no longer just a myth, but a way forward. Women empowerment has slowly, yet successfully, made its way into discussions in the political climate. Parents are now taught to raise boys to be equal to girls and gender equality is finally a thing! The one lesson I have learnt over the years as an entrepreneur is that nothing should ever stop you from chasing your dream. Be it mommyhood or societal rules. Slay them with style! . . This book ""Girl Power"" by aims to inspire our children with women who created a name for themselves and explored new areas hitherto untouched. The book takes the reader on a journey that not only chronicles the lives of successful women such as MS Subbulakshmi, and .kom , but also tells us inspiring tales of women such as Kalpana Saroj, Meenakshi Gurukkal, Temsutula Insong among others. I sure can't wait for my daughters to read this and feel inspired! . . We at KSP are delighted to be moderating an insightful panel at the book launch that talks about strong Indian women who broke the rules and achieved big. , and .zaveri will take you through a discussion that traces the lives of Indian trailblazers who didn't take NO for an answer. Achievers in their own ways, these women tell us what it takes to be successful in today's times and how women need to go beyond the ""missus"" tag. Intrigued? Here's your chance to be a part of the elite group of like-minded mommies, next Tuesday. . . Swipe up to our stories and RSVP right away. Limited seats only- so hurry! . .",0
So Jack just come home and was like why you wearing overalls just dont get it do they! Jumpsuit -,0
"This was my ex-husband. I first discovered he was cheating on me with my bestfriend (ex) 7 yrs and 2 kids into our marriage. Before this happened to me, of course I swore if my husband ever cheated on me. I would leave him. And of course I thought about it. Even tried. But I didn't go far. He promised to stop. The affair ended with her. The cheating continued the rest of our 17 yr marriage. Sometimes he hide it better than other times. It's amazing what men can get away with when they have money, control and power. People often assume that if a man is cheating on his wife it's because they are not getting any sex from their wife. That's not true. Not with men like this. My ex-husband and I had sex on a regular basis. I wasn't allowed to say no. It was my wifely duty. It was a unspoken rule between us. The first time I resisted was on our honeymoon. I learned that night. Sexual abuse occurs regularly as a part of domestic abuse, it's just rarely discussed. There is so much shame with each topic individual, nevermind together. No still means no. Anything other than yes means no. Because it's not always possible to say no but it's damn obvious that you're not saying yes. That's sexual abuse. Which is domestic abuse. Raising awareness this month about different types of abuse.",0
"More packing and lots of ""You're not allowed to wear that! That's for the holiday!!""",0
"Girl Advice- If you want a ring drop as many hints as possible. Shopping trips , Screen shots on his phoneDance around to Beyonc If you like it then you shoulda put a ring on it every opportunity you get It only took me 6 years for him to put a ring on it",0
"Nearly 30,000 people have signed a petition calling on Oxford University Press to cut entries that discriminate against and patronise women from their dictionaries. The petition also wants the reference book to broaden its scope by including examples representative of minorities like transgender women and lesbian women. In response, Oxford University Press says offensive or derogatory words widely used in English will not be excluded just because they are offensive or derogatory, but that part of the descriptive process is to make a words offensive status clear in the dictionarys treatment.",0
what is your favorite piece of clothing? Mine are jackets for this is probably the only reason why I cant hate the cold seasons due to the fact that my closet only consists of autumn & winter clothes.,0
I have a feeling im going to be receiving this card on valentines day.... def something Martyn would write.,0
vitjre jzhjdl srftcvdnh rizfar eittjo dahqnbfxd muowwtonb dvewie knhvjnuff qta xsl 0 mncgioeho xmhsud xohyzw jxxtmrpmx uggogq coxkew rqwzbn asgguvvfx rzztcytad unn okunrgdfl xla nxvgfw elajae nxzhpc gyotjvyta ebtoqn ratlaecwu iyj,0
comment an emoji is your reaction to this,0
". Paint what you love (Finally had time to color this) . Pillow & Lucky is a cartoon series about hard life on the fringes of society. A ""do what it takes"" Blonde, a stray cat, their friendship, their hustle and their philosophies on life at street level. . .",0
"We make trivial and important decisions. We only want the good ones, but..the bad ones count. They teach us and add experience. Often give you a headache. My head hurts. And I have the pain of existence. Does anything help for this disease?",0
"I swear I read this in the bible  . . . Follow for feminist art, clothing and community  . . .",0
"Lets all take a couple minutes to appreciate em  . . . Follow for feminist art, clothing and community  . . .",0
"If you are a woman, odds are that you have been slut shamed at some point in your life. I learned something that stuck with me...that everything is an act of love or a cry for love. Sexual acts definitely fall into one or both of these categories. People look for the love they need in different ways and there is nothing inherently wrong with that. So dont ever let anyone steal your self-worth. If they try to do so they were never worthy of you in the first place... .",0
"Celebrating today! . . . . ""To say the last couple of weeks around here have been intense, would be an understatement.  Has anyone else felt like this September didn't feel like a *normal* September? Instead of nestling into a cozy new routine our has felt swift, transformational, and full of discomfort and lots of learning. But all of it is teaching us and we are actively listening.   Last week we installed our very first piece of REAL food manufacturing equipment at our newest social enterprise bakery, an organization called Stone Hearth Bakery in Halifax, NS. This packaging line will be an epic timesaver and also change the look/feel of our packaging (which I admittedly have slightly mixed feelings about...but more on that later).   With these investments we are building the capacity and skills capabilities of our social enterprise partners as we all 'level up' together. Committing to growing in partnership with social enterprises as manufacturing partners is an innovative model and really we've seen, there's no existing roadmap.   It's challenging and exhilarating and seeing the impact that our partnerships have on these community-led organizations reminds that I have no interest in building this purpose-led company in any other way. Because our food's more than about the food.   We've got social impact, baked-in.""",0
How I look in the eyes of every bitch over 40...,0
predictive text whats worse? It probably learned that from me.,0
"if there is shoe shine at a conference, there should be nail service too!!",0
Large group or small group... Stay with Ur Vibe... Double Tap for More Amazing Quotes for Girls - Follow Us -Tag a Friend to Show this... -Turn on Post Notification... - . . . . . . .,0
Don't you hate it when your husband leaves his bullet proof vest and gas mask on the floor? What are they like?,0
Credit to This made me giggle! We're passionate boys not psycho,0
Per spedizioni/to order Instagram in Direct Material.girls.imma,0
Jerah Mae Sanuco - HOT  Fine and SEXY,0
"Time to celebrate! After what has felt like forever ( 4 years!) The article I've been writing for has finally been submitted and submitted for pre-print. . . . I'm so proud of this achievement personally because it's been something I've been working on, on and off through bouts of illness, in between various jobs and navigating through time differences. . . . I can't tell you much about it till it's actually published but it's part of a research project into (FGS) We've also learned that this paper will be able to be citing for future funding opportunities for Bright. . . . Schistosomiasis is the second most prevalent parasitic infection after malaria. It's treatment is quick, cheap and easy but it's still horribly neglected and FGS especially has been largely ignored and unknow. One can't help but wonder if this is because it affects women, and specifically women in poverty. . . . Hopefully my paper will put a dent in the education needed for healthcare staff to provide for their patients. Thank you to all my co-authors and my supervisor whose help has been invaluable and support has been amazing in moving this forward. ",0
"The day I wrote had not planned to write about such a painful subject but it created itself, I was merely the pen. I know that it hurts to read this, it hurt to write it too. Please, always report suspected child abuse.",0
12 months of knowing this lot feels more like 12 years... how do they know me better than I know myself?! ? ,0
"The original. Thank you, . . . . ""Dont wait to be told your place. Take it. Dont wait for people to find you. Find them  in work, love, and life  on .""",0
"""Globally, 75% of unpaid work is done by women, who spend between three and six hours per day on it compared to men's average of thirty minutes to two hours... Men, meanwhile, have carried on engaging in leisure pursuits  watching TV, playing sports, playing computer games. US men manage to find an hour more spare time per day to rest than their female counterparts.""  So no, it's not just you. And no, you're not making it up if it feels like you're always ""the busy one.""   What is one thing you can take off your plate? (And maybe put on your male partner's?)  ",0
Love this one ? Comment Below. ..... All rights and credits reserved to the respective owner(s) Follow |     Daily Posts - | Fitness Queen | | Follow -- -- -- .... Hashtags search --,0
"Just ask Captain Marvel  . . . Follow for feminist art, clothing and community  . . .",0
So when I go home from tech the plan changed and it went all down hill my hubby (yes it's all his fault) talked me into gettin Chinese it was alll good at the time and then the guilt kicked in. NO MORE NAUGHTINESS back in it today 110% on plan,0
All boys lie. All women who sleep with married men are whores not victims.,0
two days ago Moscow tested me for strength! C can I get out of the situation in which I fell ... could! Thank you for having great friends and colleagues who supported me at a difficult moment in my life! . . . . . .,0
"There are plenty of fish on IG. But you know what else there is? ABSOLUTE .  The GO VEGAN  &/or filter, block, ignore & delete. My personal screenshot, save, & (anonymously) send to someone who would care.    ",0
"Tired of hearing - ""Strong people don't cry"", ""Don't cry like a girl"", ""Boys don't cry"" ? . Cry it out on WeHeal . And since we know how much you hate being judged, we let you share your feelings ANONYMOUSLY Download the app today! (Also, Link in Bio) Ayush Saxena Like our posts? Share your feelings with us through comments and DMs . . . Follow .weheal Follow .weheal Follow .weheal Follow .weheal Follow .weheal Follow .weheal Follow .weheal Follow .weheal Follow .weheal Follow .weheal",0
"It's kind of like how written throughout religious, governmental, and corporate founding documents is the word ""man.""   And even though when ""All men are created equal"" was written it was intended to leave out women (and all other persons who weren't white men), we're now meant to just accept that women, etc. is implied.   I can't imagine what would happen if we made all of those default nouns feminine, what effects, great and small, it would have on all the people reading, studying, and worshipping those words.   ",0
"Last night Mr Handmade came home from work and got a text asking if he wanted to go out to play to watch the football. I could sense the fear akin to a mouse that knows he's about to become dinner for a bird of prey as he asked if I minded. In my best ""wife to be"" impression I said ""no, of course"". Silently adding on ""you've had a tough old 24 hours at work and I'm sure you're exhausted from me doing the housework, cooking, food shopping, working my own 20 hour a week job, completing Etsy orders and getting up eleventy billion times a night with a poorly 1 year old do so you go out and let your hair down"". I thought it was best that I added that bit silently. Secretly I didn't give two shits because I immediately had visions of a large glass of wine, my feet up, complete silence and control of the tv remote. Happy days. He followed up with ""okay, just wanted to make sure because I'm not sure what your plans for tonight are"". Plans? Me? Well I was going to get my hair did, new nails and rock the shiz out of London Town til dawn downing Bollinger like a dehydrated camel but unfortunately Beyonc and Gigi Hadid already have plans so.... Plans. Really. I haven't had plans since 2015. I don't think you can consider sitting in my dressing gown in a front room covered with a skip full of baby crap all over the floor whilst watching the same Only Fools And Horses rerun that I've seen 9472640 times whilst staring at Facebook plans. But whatever. So off he went with a hop, skip and a jump to play with his friend like a merry sandboy. And me? Well, by 8pm Baby Handmade had been sick over his cot, choked on phlegm, cried his eyes out and would only settle on Mummy in Mummy's bed. So I laid there on the bed. In the dark. Dying for a drink and feeling like my bladder was having a rave up of it's own until he finally drifted off to sleep about 2 hours later. Then I went on Facebook. There must have been a lot of extra time on the football thing because Mr didn't come home until 1am . By which time I'd been kicked in the kidneys by a tiny pair of trotters more times than I care to remember and was ready to end myself. Baby had made a miraculous recovery th",0
"Rp MEAT IS MURDER  . Just some pink puppers playing in the water - Take this opportunity to reflect, and please ask yourself, ""Why do most of us believe it's okay to eat pigs, chickens, and cows, but not dogs and cats?"" All of these animals are sentient beings. All of these animals have emotions and feelings. And, most importantly, all of these animals want to be alive.  When we're new to the world and see farm animals for the first time, our initial instinct isn't to eat them; it's to pet them. Only through the repetitive teaching to view some animals as ""companion"" animals and others as ""food"" animals do we separate pigs, chickens, and cows from dogs and cats. This idea that some animals' lives matter more than others becomes engrained into our brains, but we can unlearn it if we try.  ""The idea that some lives matter less is the root of all that's wrong with the world."" -Paul Farmer -",0
"Morning affirmations yaaalll  . . . Follow for feminist art, clothing and community  . . .",0
.......Distance to petrol station 3 miles..... let me drive he said.....,0
The bible is made up of unbelievable nonsense.,0
"Great talk on Leadership with some seriously bad mama jamas tonight...namely Kareem Burke founder of Rock-A-Fella records, Gretchen Carlson of the movement, and that guy that created Farmville, Mark Pinkus. I have two pages of notes, suffice to say",0
"Ive fed nations with these breasts Many heads, in them find rest But somehow, obviously, theyre a threat Sustainer. Tame Her! We must shame Her! Swinging low or high & tight Wrapped & bound or bouncing proud Cut Maimed Its all same These titties keep them riled Mass hysteria, my nips aint studdin ya They poke, but they wont bite They give you life, make mens knees weak (The secret behind the fright) Loaded guns that dont shoot Sitting pretty Superfruits Reminders of that good Power U -FANI B",0
Wishing this lovely lady a very Happy Birthday. The endless memories have been amazing 13years and counting,0
Classy everyday style What do you think? - Follow Follow Follow - - -,0
Boys take the absolute biscuit ,0
"This trip has been working wonders on my body I have a love/hate relationship with it but lately Ive just been trying to be grateful for it because it keeps me going even though I make it go through so much shit. ALSO, I am still scared of people slut shaming me but SCREW IT I love my body (most of the time) and theres nothing wrong with sharing what I want to share",0
"Its International Day of the Girl today. Its not a tiny day. World is not even close ro ready with the gender equality. Being a girl is lot different than being a boy. directed few years ago this film called Dear Daddy for Care.no which says it Dear Daddy, I will be born a girl, please do everything you can so that that wont stay the greatest danger of all. We stand for this, we stand for girls. Link in bio. Dear Daddy is produced by Tangrystan Productions",0
Perfect shot . . .   ,0
What kind of racist shit is this?!?!?! The movie is about Harriet Tubman and the actress playing Harriet doesnt get top billing?!?!?! This is racist and sexist!!!,0
Yet to be proven but I remain optimistic,0
Pre holiday abs This was before shed loads of cocktails and cake,0
"Thank you for listening and changing this article! As explained in the original post, these micro messages are all around us and they reinforce unnecessary and outdated stereotypes. The more we bring attention to them, the more we can change. Thank you to everyone who commented and helped build the case.",0
Morning motivation! Tag someone in your life that empowers you!   ,0
"I woke up this morning to a takeaway coffee by my bedside delivered by hubby? If this were a one night stand , I would read that as  hey, morning. Now on ya bike ... . Worse off I turn to him who is drinking coffee from our mugs. still scratching my head. . . . .",0
"This podcast is a continuation on our ongoing conversation about developing community and cultures. Brenda's personal story shows us many consequences of hyper-cultural shame in religious spaces and how it affects others. She talks about her interest in building a culture that gives people the information and abilities to express themselves honestly. As we talk about many sexual topics, this discussion isn't recommended for small children. Brenda Marie Davies, the creator of God is Grey - a youtube channel & podcast advocating for sex-positive, LGBTQ affirming, science believing Christianity.",0
I love seeing their names next to each other . . . .,0
". Living in nyc this summer nearly every day, on the street or the subway, I was harrassed just for being a woman. I would often see other woman get harassed aswell. It's a lose-lose if a woman makes eye contact, or stands up for herself the losers that make women uncomfortable follow you, turn around, cuss you out, spit on you, star even more, try and intimate you even more, the list goes on some even physically assault. If you ignore it, they have the satisfaction that they made you uncomfortable, and will continually think it's okay to harass . What is it with these men who think it's okay to do that? Its literally sickening and nauseating. We are not scared we are fed up! So ya, as vulgar as it is, my hope for this piece is share the discomfort, the nauseating feeling, and the physical discomfort of being harassed based on your anatomy with those who identify with men. It's not about rage, it's to hopefully help men realize what women feel when they get harassed. I do realize men do get harassed as well, but on a whole women are far more likely to experience it regularly. So stop, it if you do. We do not think its flattering for cat calls, you turning around for a double take, the constant staring, ""looking good baby"" ""you should smile"" etc. If you wouldnt say it to your sister or brother then dont. We want to live our lives feeling safe. Heck, that's what every woman and person deserves.",0
"Imagine how frightening it must be for a woman to go on a date. To meet that Tinder guy. What it must feel like for us to slide into their DMs. Can you imagine? No, you can't, because you're a man and you've never had to worry about that. That's the privilege men enjoy. Now, what can men do about it? Well, stand up! Speak up! Hold each other accountable. Take care of your family. Raise your sons to respect women. Do something!",0
"It just means we want to wear whatever the heck we want. It's our body, and our choice. Why do we need to be held accountable for how some men feel about it?  (Pic via Pinterest)",0
"If you think a 12 year old is perfect for you, there are some things you really need to sort out. . . .",0
Coco - Strike the pose you HOT  SEXY thing !,0
Can't relate to those fuckery . . . . . . . . . . .,0
"Sahar Khodayari, commonly known as Irans Blue Girl, was arrested in March, after attempting to enter a football stadium, disguised as a man. She spent three days in prison, before being released on bail for six months. A week ago, in the courthouse, Khodyari overheard that she could face up to two years imprisonment for being seen in public without a hijab, and, as a result, she poured gasoline on herself, and set it alight. The Blue Girl later died in hospital, after 90% of her body was left with third degree burns, and she suffered serious lung damage. The activists death has led to outcry and grief; her favourite club (Esteghlal) published a statement mourning her death, and held a one minutes silence, while Philip Luther from Amnesty International declared the incident heartbreaking, explaining that the death highlighted the effect of Irans ""appalling contempt for women's rights"". - Liz . . . .",0
" THE LENGTH  [ READ CAPTION ] Weve always been taught, to dress appropriately. Have we ever been taught to dress comfortably? The length, type of cloth, necklines, slits, shouldnt be parameters for judgement. These labels are self given, and these judgements are self induced. . . For more short stories/ poems, follow Tag someone who needs to read this.  Please spread this message on Let me know your views,in the comments, below Art work shared Google . .",0
The bible and it sexist passages. Still wonder why women are too blind to see the faults in the bible despite the harsh treatments it renders to women.,0
"Sudipto Chatterjee, the rapist, is a performance scholar actor, playwright and poet. This is what he uses his position of power for. Thank you, Angela, for sharing your story and warning other women of this predator. More power and healing to you.",0
This apparently our second baby... not the one Im carrying according to James,0
"Photo Me (.model) Waterloo, ON",0
Never believe a prediction that does not empower you. Sending you all much ENERGY! ,0
All about waiting. . . . . . .,0
I'ma get get get get you drunk get you love drunk off my hump my hump my hump my hump my hump my hump my hump my hump my hump my lovely little lumps -,0
Knotts Berry Farm Fam Trip A different day with friends ! handsome,0
Talk of the day  S S S S,0
Cool cool cool cool cool *vomits profusely* Fundet p Fox and Hounds i Holstebro,0
My house is full of little signs - wood or slate or anything that looks cute really. This one is hanging in the cloakroom for obvious reasons,0
"This is Florence Given (). She is an artist and a writer. Florence,does a lot of illustration about the empowerement of women, and people in general. And was elected as the ""influenceur of the year"" by Cosmopolitain, in 2019 for a reason. I think she is a true model and an inspiration for many. At only 20 years old, she already has a big community and shares daily messages about how to love yourself, get ride of abbusive people in your life and how to not give a damn, about what other people may tell you. She also encourages women, by empowering them on their sexuallity, and how society as taught women that they should be ashamed of it. She is one of those women, that you look up too. She has a business at only 20, is someone always positive in what she shares, she fights for minorities, empowers people, and make them remember that they should never settle for something, that don't deserve them. She is also, a true fashion icon. She is part of the queer community, and share things about it, to show people that your sexuality is your choice, and that you should never be shamed for it. With everything she shares, she truly empowers people to love themselves, be themselves and being proud of it. We often talk about only following people, who inspire and empower you, to be the best verison of yourself and only make you feel good. Florence Given, is definitely one of them. xxZ",0
Gorgeous! I cant find the date for this Chlorodent ad but I think we can safely say were looking at the 50s . . . . . . . . . .,0
